Frequency	amp(Vo1)	phase(Vo1)
33552.476690000003	23.451152579999999	215.57128069999999
34945.156759999998	23.892601200000001	216.19931339999999
36395.643519999998	24.0834689	215.8905268
37906.336389999997	24.365138340000001	215.7466249
39479.734369999998	24.382907190000001	214.7752648
41118.440199999997	24.871444029999999	215.24307870000001
42825.164649999999	25.115250570000001	214.88883469999999
44602.730989999996	25.179114250000001	213.87511710000001
46454.079700000002	25.404327380000002	213.32265509999999
48382.273300000001	25.858963509999999	213.5221497
50390.501429999997	25.963214669999999	212.4238952
52482.086139999999	26.21694166	211.80184850000001
54660.487330000004	26.165783380000001	210.11883040000001
56929.308559999998	26.620276539999999	210.03953989999999
59292.302920000002	26.932270840000001	209.5468071
61753.37932	26.95739506	207.9724258
64316.608890000003	27.04682313	206.6090595
66986.231769999999	27.499952260000001	206.4346085
69766.664059999996	27.56790277	204.819759
72662.505210000003	27.79261546	203.8386026
75678.545530000003	27.678922750000002	201.76826199999999
78819.774210000003	28.129174410000001	201.3132454
82091.387499999997	28.333882509999999	200.08533790000001
85498.797330000001	28.353255570000002	198.4186258
89047.640299999999	28.45226482	196.8985788
92743.786930000002	28.768353399999999	195.99323530000001
96593.351439999999	28.839466080000001	194.35654260000001
100602.7018	28.945301189999999	192.78618610000001
104778.47040000001	28.90157336	190.92256209999999
109127.56479999999	29.222209500000002	189.94711380000001
113657.1792	29.339459219999998	188.34108409999999
118374.80680000001	29.331137160000001	186.6409428
123288.25139999999	29.40008585	184.79496130000001
128405.64079999999	29.610944669999999	183.66603710000001
133735.44039999999	29.61437141	181.86709819999999
139286.46669999999	29.720604260000002	180.28428070000001
145067.90239999999	29.62820455	178.41678329999999
151089.3112	29.82388727	176.9115219
157360.65359999999	29.90955443	175.44542559999999
163892.304	29.87398653	173.7184718
170695.06690000001	29.854352540000001	171.9687615
177780.19570000001	30.00388955	170.522797
185159.4106	30.028039880000001	168.72719090000001
192844.91829999999	30.031317319999999	167.20877770000001
200849.4325	29.914600719999999	165.24839639999999
209186.19409999999	30.013589320000001	163.7717974
217868.99410000001	30.057470559999999	162.16012929999999
226912.1955	30.02738583	160.51353030000001
236330.75779999999	29.947352649999999	158.98380829999999
246140.26130000001	30.001805340000001	157.2291601
256356.93290000001	29.960894289999999	155.83019959999999
266997.67320000002	29.91019674	154.01780389999999
278080.08419999998	29.796431309999999	152.4976255
289622.49859999999	29.81508526	150.89829420000001
301644.01000000001	29.796116120000001	149.30418069999999
314164.50459999999	29.739426999999999	147.60092839999999
327204.69380000001	29.650786790000002	146.0263578
340786.14880000002	29.607874209999999	144.36442840000001
354931.33639999997	29.55628475	142.88081109999999
369663.6557	29.476719979999999	141.16656800000001
385007.47690000001	29.33672812	139.70282589999999
400988.18219999998	29.263294030000001	138.13127779999999
417632.20679999999	29.20804077	136.45315479999999
434967.08360000001	29.117690490000001	134.6596156
453021.48820000002	28.983566440000001	133.14762020000001
471825.28629999998	28.870826130000001	131.5118056
491409.5834	28.77600176	129.8399847
511806.77600000001	28.655763499999999	128.09585319999999
533050.60560000001	28.48046252	126.5478347
555176.21380000003	28.330704610000002	124.9570106
578220.20109999995	28.231369870000002	123.03934630000001
602220.68720000004	28.06293003	121.3650255
627217.37390000001	27.876239850000001	119.5960042
653251.61100000003	27.675234209999999	117.9620656
680366.46479999996	27.480937950000001	115.9474798
708606.78879999998	27.18382476	114.8278499
738019.29870000004	26.884079029999999	113.6600921
768652.64890000003	26.579244710000001	112.58598550000001
800557.51340000005	26.260390709999999	111.51993179999999
833786.66969999997	25.96009905	110.5358499
868395.0858	25.64417877	109.53256589999999
904440.01150000002	25.323894920000001	108.5184996
941981.07259999996	25.001697270000001	107.5934219
981080.37	24.684282	106.7885936
1021802.5820000001	24.358999229999998	105.90819159999999
1064215.0719999999	24.027520039999999	105.0333553
1108388	23.703602740000001	104.3231801
1154394.436	23.370461209999998	103.5698295
1202310.4850000001	23.039255189999999	102.8554487
1252215.4110000001	22.704205000000002	102.132408
1304191.7660000001	22.363236359999998	101.444064
1358325.53	22.033396679999999	100.7921049
1414706.253	21.694493479999998	100.1197337
1473427.2	21.356141000000001	99.559932000000003
1534585.5079999999	21.013475199999998	98.92161256
1598282.345	20.674931829999998	98.429896510000006
1664623.0800000001	20.329342709999999	97.826241879999998
1733717.4550000001	19.98866207	97.337168210000002
1805679.7649999999	19.64331512	96.818825430000004
1880629.0530000001	19.300508520000001	96.399026989999996
1958689.2990000001	18.953302170000001	95.924346510000007
2039989.6329999999	18.607558699999998	95.485705089999996
2124664.5410000002	18.257693929999999	94.997818010000003
2212854.0950000002	17.915948190000002	94.639659690000002
2304704.179	17.567623579999999	94.209756150000004
2400366.7319999998	17.214310900000001	93.859952329999999
2500000	16.87207806	93.50080423
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
