time	V(v_out)	I(I1)
2.053750000000001e-04	5.009150e+00	9.032500e-01
2.055892857142858e-04	5.009306e+00	8.993928e-01
2.058035714285716e-04	5.009460e+00	8.955357e-01
2.060178571428573e-04	5.009612e+00	8.916786e-01
2.062321428571430e-04	5.009763e+00	8.878214e-01
2.064464285714287e-04	5.009912e+00	8.839643e-01
2.066607142857145e-04	5.010059e+00	8.801072e-01
2.068750000000002e-04	5.010204e+00	8.762500e-01
2.070035714285716e-04	5.010290e+00	8.739357e-01
2.071321428571430e-04	5.010375e+00	8.716214e-01
2.072607142857145e-04	5.010460e+00	8.693071e-01
2.073892857142859e-04	5.010543e+00	8.669929e-01
2.075178571428573e-04	5.010625e+00	8.646786e-01
2.076464285714287e-04	5.010707e+00	8.623643e-01
2.077750000000002e-04	5.010787e+00	8.600500e-01
2.079892857142859e-04	5.010920e+00	8.561929e-01
2.082035714285716e-04	5.011050e+00	8.523357e-01
2.084178571428573e-04	5.011177e+00	8.484786e-01
2.086321428571431e-04	5.011302e+00	8.446214e-01
2.088464285714288e-04	5.011425e+00	8.407643e-01
2.090607142857145e-04	5.011545e+00	8.369071e-01
2.092750000000002e-04	5.011662e+00	8.330500e-01
2.094464285714288e-04	5.011755e+00	8.299643e-01
2.096178571428574e-04	5.011846e+00	8.268786e-01
2.097892857142859e-04	5.011936e+00	8.237929e-01
2.099607142857145e-04	5.012024e+00	8.207072e-01
2.101321428571431e-04	5.012110e+00	8.176214e-01
2.103035714285717e-04	5.012196e+00	8.145357e-01
2.104750000000003e-04	5.012279e+00	8.114500e-01
2.109035714285717e-04	5.012481e+00	8.037357e-01
2.113321428571431e-04	5.012674e+00	7.960214e-01
2.117607142857146e-04	5.012859e+00	7.883071e-01
2.121892857142860e-04	5.013034e+00	7.805929e-01
2.126178571428574e-04	5.013201e+00	7.728786e-01
2.130464285714289e-04	5.013359e+00	7.651643e-01
2.134750000000003e-04	5.013509e+00	7.574500e-01
2.139892857142860e-04	5.013676e+00	7.481928e-01
2.145035714285718e-04	5.013834e+00	7.389357e-01
2.150178571428575e-04	5.013982e+00	7.296785e-01
2.155321428571432e-04	5.014121e+00	7.204214e-01
2.160464285714290e-04	5.014249e+00	7.111643e-01
2.165607142857147e-04	5.014368e+00	7.019071e-01
2.170750000000004e-04	5.014477e+00	6.926500e-01
2.179464285714290e-04	5.014640e+00	6.769643e-01
2.188178571428576e-04	5.014788e+00	6.612786e-01
2.196892857142862e-04	5.014919e+00	6.455929e-01
2.205607142857148e-04	5.015033e+00	6.299072e-01
2.214321428571434e-04	5.015132e+00	6.142214e-01
2.223035714285720e-04	5.015214e+00	5.985357e-01
2.231750000000006e-04	5.015281e+00	5.828500e-01
2.237821428571434e-04	5.015323e+00	5.719214e-01
2.243892857142863e-04	5.015362e+00	5.609929e-01
2.249964285714292e-04	5.015397e+00	5.500643e-01
2.256035714285721e-04	5.015429e+00	5.391357e-01
2.262107142857149e-04	5.015457e+00	5.282071e-01
2.268178571428578e-04	5.015482e+00	5.172786e-01
2.274250000000007e-04	5.015503e+00	5.063500e-01
2.279535714285721e-04	5.015520e+00	4.968357e-01
2.284821428571436e-04	5.015535e+00	4.873214e-01
2.290107142857150e-04	5.015549e+00	4.778071e-01
2.295392857142864e-04	5.015562e+00	4.682929e-01
2.300678571428579e-04	5.015574e+00	4.587786e-01
2.305964285714293e-04	5.015584e+00	4.492643e-01
2.311250000000008e-04	5.015594e+00	4.397500e-01
2.316107142857151e-04	5.015601e+00	4.310071e-01
2.320964285714293e-04	5.015608e+00	4.222643e-01
2.325821428571437e-04	5.015615e+00	4.135214e-01
2.330678571428579e-04	5.015621e+00	4.047786e-01
2.335535714285722e-04	5.015627e+00	3.960357e-01
2.340392857142865e-04	5.015632e+00	3.872929e-01
2.345250000000008e-04	5.015637e+00	3.785500e-01
2.350035714285723e-04	5.015641e+00	3.699357e-01
2.354821428571437e-04	5.015646e+00	3.613214e-01
2.359607142857152e-04	5.015650e+00	3.527071e-01
2.364392857142866e-04	5.015654e+00	3.440929e-01
2.369178571428580e-04	5.015657e+00	3.354786e-01
2.373964285714295e-04	5.015661e+00	3.268643e-01
2.378750000000009e-04	5.015664e+00	3.182500e-01
2.383964285714295e-04	5.015667e+00	3.088643e-01
2.389178571428581e-04	5.015671e+00	2.994786e-01
2.394392857142867e-04	5.015674e+00	2.900929e-01
2.399607142857153e-04	5.015677e+00	2.807071e-01
2.404821428571438e-04	5.015680e+00	2.713214e-01
2.410035714285724e-04	5.015683e+00	2.619357e-01
2.415250000000010e-04	5.015686e+00	2.525500e-01
2.421750000000009e-04	5.015690e+00	2.408500e-01
2.428250000000007e-04	5.015694e+00	2.291500e-01
2.434750000000006e-04	5.015697e+00	2.174500e-01
2.441250000000005e-04	5.015701e+00	2.057500e-01
2.447750000000004e-04	5.015705e+00	1.940500e-01
2.454250000000002e-04	5.015709e+00	1.823500e-01
2.460750000000001e-04	5.015713e+00	1.706500e-01
2.462750000000000e-04	5.015714e+00	1.670500e-01
2.463249999999999e-04	5.015714e+00	1.661500e-01
2.463749999999999e-04	5.015716e+00	1.652500e-01
2.464249999999999e-04	5.015718e+00	1.643500e-01
2.464749999999999e-04	5.015722e+00	1.634500e-01
2.465249999999998e-04	5.015728e+00	1.625500e-01
2.465749999999998e-04	5.015735e+00	1.616500e-01
2.466249999999998e-04	5.015744e+00	1.607500e-01
2.466749999999997e-04	5.015754e+00	1.598500e-01
2.467249999999997e-04	5.015766e+00	1.589500e-01
2.467749999999997e-04	5.015780e+00	1.580500e-01
2.468249999999997e-04	5.015795e+00	1.571500e-01
2.468749999999996e-04	5.015811e+00	1.562500e-01
2.469249999999996e-04	5.015829e+00	1.553500e-01
2.469749999999996e-04	5.015848e+00	1.544500e-01
2.470249999999996e-04	5.015868e+00	1.535500e-01
2.470749999999995e-04	5.015890e+00	1.526500e-01
2.471749999999995e-04	5.015937e+00	1.508500e-01
2.472249999999995e-04	5.015962e+00	1.499500e-01
2.472749999999994e-04	5.015988e+00	1.490500e-01
2.473249999999994e-04	5.016015e+00	1.481500e-01
2.473749999999994e-04	5.016043e+00	1.472500e-01
2.474249999999994e-04	5.016071e+00	1.463500e-01
2.474749999999993e-04	5.016101e+00	1.454500e-01
2.475249999999993e-04	5.016131e+00	1.445500e-01
2.475749999999993e-04	5.016163e+00	1.436500e-01
2.476249999999993e-04	5.016195e+00	1.427500e-01
2.476749999999992e-04	5.016229e+00	1.418500e-01
2.477249999999992e-04	5.016262e+00	1.409500e-01
2.477749999999992e-04	5.016297e+00	1.400500e-01
2.478249999999992e-04	5.016332e+00	1.391500e-01
2.478749999999991e-04	5.016368e+00	1.382500e-01
2.479249999999991e-04	5.016404e+00	1.373500e-01
2.479749999999991e-04	5.016441e+00	1.364500e-01
2.480249999999990e-04	5.016479e+00	1.355500e-01
2.480749999999990e-04	5.016518e+00	1.346500e-01
2.481249999999990e-04	5.016557e+00	1.337500e-01
2.481749999999990e-04	5.016597e+00	1.328500e-01
2.482249999999989e-04	5.016637e+00	1.319500e-01
2.482749999999989e-04	5.016678e+00	1.310500e-01
2.483249999999989e-04	5.016719e+00	1.301500e-01
2.483749999999989e-04	5.016762e+00	1.292500e-01
2.484249999999988e-04	5.016804e+00	1.283500e-01
2.484749999999988e-04	5.016848e+00	1.274500e-01
2.485249999999988e-04	5.016891e+00	1.265500e-01
2.485749999999988e-04	5.016935e+00	1.256500e-01
2.486249999999987e-04	5.016981e+00	1.247500e-01
2.487249999999987e-04	5.017072e+00	1.229500e-01
2.487749999999987e-04	5.017118e+00	1.220500e-01
2.488749999999986e-04	5.017214e+00	1.202500e-01
2.489249999999986e-04	5.017262e+00	1.193500e-01
2.489749999999986e-04	5.017311e+00	1.184500e-01
2.490249999999985e-04	5.017361e+00	1.175500e-01
2.490749999999985e-04	5.017411e+00	1.166500e-01
2.491249999999985e-04	5.017462e+00	1.157500e-01
2.491749999999985e-04	5.017513e+00	1.148500e-01
2.492249999999984e-04	5.017565e+00	1.139500e-01
2.493249999999984e-04	5.017671e+00	1.121500e-01
2.494249999999983e-04	5.017778e+00	1.103500e-01
2.495249999999983e-04	5.017889e+00	1.085500e-01
2.496249999999982e-04	5.018003e+00	1.067500e-01
2.497249999999982e-04	5.018118e+00	1.049500e-01
2.498249999999981e-04	5.018236e+00	1.031500e-01
2.499249999999981e-04	5.018357e+00	1.013500e-01
2.499749999999980e-04	5.018418e+00	1.004500e-01
2.500000000000000e-04	5.018449e+00	1.000000e-01
2.500050000000000e-04	5.018452e+00	1.000000e-01
2.500150000000000e-04	5.018458e+00	1.000000e-01
2.500299981157400e-04	5.018467e+00	1.000000e-01
2.500443438521254e-04	5.018476e+00	1.000000e-01
2.500591269069927e-04	5.018485e+00	1.000000e-01
2.500707651241542e-04	5.018492e+00	1.000000e-01
2.500799241501214e-04	5.018498e+00	1.000000e-01
2.500896400884072e-04	5.018504e+00	1.000000e-01
2.500978606547169e-04	5.018508e+00	1.000000e-01
2.501061473058754e-04	5.018513e+00	1.000000e-01
2.501141431701092e-04	5.018518e+00	1.000000e-01
2.501233708640158e-04	5.018524e+00	1.000000e-01
2.501330103274915e-04	5.018529e+00	1.000000e-01
2.501450671583883e-04	5.018537e+00	1.000000e-01
2.501691808201820e-04	5.018551e+00	1.000000e-01
2.501924569648798e-04	5.018565e+00	1.000000e-01
2.502390092542753e-04	5.018592e+00	1.000000e-01
2.502890092542753e-04	5.018621e+00	1.000000e-01
2.503390092542753e-04	5.018651e+00	1.000000e-01
2.503890092542752e-04	5.018680e+00	1.000000e-01
2.504390092542752e-04	5.018709e+00	1.000000e-01
2.504890092542752e-04	5.018738e+00	1.000000e-01
2.505390092542752e-04	5.018768e+00	1.000000e-01
2.505890092542751e-04	5.018797e+00	1.000000e-01
2.506390092542751e-04	5.018827e+00	1.000000e-01
2.506890092542751e-04	5.018857e+00	1.000000e-01
2.507390092542751e-04	5.018888e+00	1.000000e-01
2.507890092542750e-04	5.018918e+00	1.000000e-01
2.508390092542750e-04	5.018949e+00	1.000000e-01
2.508890092542750e-04	5.018980e+00	1.000000e-01
2.509390092542750e-04	5.019011e+00	1.000000e-01
2.509890092542749e-04	5.019043e+00	1.000000e-01
2.510390092542749e-04	5.019075e+00	1.000000e-01
2.510890092542749e-04	5.019108e+00	1.000000e-01
2.511390092542749e-04	5.019140e+00	1.000000e-01
2.511890092542748e-04	5.019173e+00	1.000000e-01
2.512390092542748e-04	5.019206e+00	1.000000e-01
2.512890092542748e-04	5.019239e+00	1.000000e-01
2.513390092542748e-04	5.019273e+00	1.000000e-01
2.513890092542747e-04	5.019307e+00	1.000000e-01
2.514390092542747e-04	5.019341e+00	1.000000e-01
2.514890092542747e-04	5.019375e+00	1.000000e-01
2.515390092542747e-04	5.019410e+00	1.000000e-01
2.515890092542746e-04	5.019444e+00	1.000000e-01
2.516390092542746e-04	5.019480e+00	1.000000e-01
2.516890092542746e-04	5.019515e+00	1.000000e-01
2.517390092542745e-04	5.019550e+00	1.000000e-01
2.517890092542745e-04	5.019585e+00	1.000000e-01
2.518390092542745e-04	5.019620e+00	1.000000e-01
2.518890092542745e-04	5.019656e+00	1.000000e-01
2.519390092542744e-04	5.019691e+00	1.000000e-01
2.519890092542744e-04	5.019727e+00	1.000000e-01
2.520390092542744e-04	5.019763e+00	1.000000e-01
2.520890092542744e-04	5.019799e+00	1.000000e-01
2.521390092542743e-04	5.019835e+00	1.000000e-01
2.521890092542743e-04	5.019871e+00	1.000000e-01
2.522390092542743e-04	5.019907e+00	1.000000e-01
2.522890092542743e-04	5.019942e+00	1.000000e-01
2.523390092542742e-04	5.019978e+00	1.000000e-01
2.523890092542742e-04	5.020014e+00	1.000000e-01
2.524390092542742e-04	5.020050e+00	1.000000e-01
2.524890092542742e-04	5.020085e+00	1.000000e-01
2.525390092542741e-04	5.020121e+00	1.000000e-01
2.525890092542741e-04	5.020157e+00	1.000000e-01
2.526390092542741e-04	5.020192e+00	1.000000e-01
2.526890092542741e-04	5.020228e+00	1.000000e-01
2.527390092542740e-04	5.020263e+00	1.000000e-01
2.527890092542740e-04	5.020298e+00	1.000000e-01
2.528390092542740e-04	5.020334e+00	1.000000e-01
2.528890092542740e-04	5.020369e+00	1.000000e-01
2.529390092542739e-04	5.020404e+00	1.000000e-01
2.530390092542739e-04	5.020474e+00	1.000000e-01
2.531390092542738e-04	5.020544e+00	1.000000e-01
2.532390092542738e-04	5.020612e+00	1.000000e-01
2.533390092542737e-04	5.020681e+00	1.000000e-01
2.534390092542737e-04	5.020750e+00	1.000000e-01
2.535890092542736e-04	5.020851e+00	1.000000e-01
2.537390092542735e-04	5.020952e+00	1.000000e-01
2.538890092542734e-04	5.021051e+00	1.000000e-01
2.540390092542734e-04	5.021151e+00	1.000000e-01
2.541890092542733e-04	5.021249e+00	1.000000e-01
2.543390092542732e-04	5.021347e+00	1.000000e-01
2.544890092542731e-04	5.021443e+00	1.000000e-01
2.545390092542731e-04	5.021476e+00	1.000000e-01
2.546890092542730e-04	5.021572e+00	1.000000e-01
2.548390092542729e-04	5.021667e+00	1.000000e-01
2.549890092542729e-04	5.021762e+00	1.000000e-01
2.551104378257014e-04	5.021839e+00	1.000000e-01
2.552318663971299e-04	5.021915e+00	1.000000e-01
2.553532949685584e-04	5.021992e+00	1.000000e-01
2.554747235399869e-04	5.022067e+00	1.000000e-01
2.555961521114154e-04	5.022143e+00	1.000000e-01
2.557175806828439e-04	5.022218e+00	1.000000e-01
2.558390092542724e-04	5.022292e+00	1.000000e-01
2.560318663971295e-04	5.022411e+00	1.000000e-01
2.562247235399865e-04	5.022528e+00	1.000000e-01
2.564175806828435e-04	5.022645e+00	1.000000e-01
2.566104378257006e-04	5.022761e+00	1.000000e-01
